,state,city,cityPopulation,populationBySex,medianAge,zipCodes,medianIncome,costOfLiving
35,Alabama,Oxford-Alabama.html,"Population in 2017: 21,180 (93% urban, 7% rural). Population change since 2000: +45.1%","Males: 10,144  (47.9%)Females: 11,036  (52.1%)",Median resident age:39.3 yearsAlabama median age:38.9 years,Zip codes: 36203.,"Estimated median household income in 2017: $57,094 (it was $40,397 in 2000)
Oxford:$57,094AL:$48,123
Estimated per capita income in 2017: $27,899 (it was $18,923 in 2000)
Oxford city income, earnings, and wages data
Estimated median house or condo value in 2017: $143,357 (it was $79,300 in 2000)
Oxford:$143,357AL:$141,300
Mean prices in 2017: all housing units: $142,413; detached houses: $149,981; townhouses or other attached units: $190,130; in 2-unit structures: $103,047; in 3-to-4-unit structures: $591,438; in 5-or-more-unit structures: $93,896; mobile homes: $72,493; occupied boats, rvs, vans, etc.: $27,372","March 2019 cost of living index in Oxford: 81.6 (low, U.S. average is 100)"
36,Alabama,Sheffield-Alabama.html,"Population in 2017: 8,930 (100% urban, 0% rural). Population change since 2000: -7.5%
 

","Males: 4,082  (45.7%)Females: 4,848  (54.3%)",Median resident age:44.2 yearsAlabama median age:38.9 years,Zip codes: 35660.,"Estimated median household income in 2017: $34,652 (it was $26,673 in 2000)
Sheffield:$34,652AL:$48,123
Estimated per capita income in 2017: $23,863 (it was $16,022 in 2000)
Sheffield city income, earnings, and wages data
Estimated median house or condo value in 2017: $93,808 (it was $62,700 in 2000)
Sheffield:$93,808AL:$141,300","March 2019 cost of living index in Sheffield: 81.1 (low, U.S. average is 100)"
37,Alabama,Homewood-Alabama.html,"Population in 2017: 25,476 (100% urban, 0% rural). Population change since 2000: +1.7%
 

","Males: 12,389  (48.6%)Females: 13,087  (51.4%)",Median resident age:31.5 yearsAlabama median age:38.9 years,"Zip codes: 35216, 35229.Homewood Zip Code Map","Estimated median household income in 2017: $73,506 (it was $45,431 in 2000)
Homewood:$73,506AL:$48,123
Estimated per capita income in 2017: $44,033 (it was $25,491 in 2000)
Homewood city income, earnings, and wages data
Estimated median house or condo value in 2017: $343,301 (it was $156,700 in 2000)
Homewood:$343,301AL:$141,300
Mean prices in 2017: all housing units: $368,726; detached houses: $383,037; townhouses or other attached units: $137,996; in 3-to-4-unit structures: $280,703; in 5-or-more-unit structures: $210,183","March 2019 cost of living index in Homewood: 90.8 (less than average, U.S. average is 100)"
38,Alabama,Spanish-Fort-Alabama.html,"Population in 2017: 8,644 (96% urban, 4% rural). Population change since 2000: +59.4%","Males: 4,121  (47.7%)Females: 4,523  (52.3%)",Median resident age:40.3 yearsAlabama median age:38.9 years,Zip codes: 36527.,"Estimated median household income in 2017: $78,684 (it was $56,699 in 2000)
Spanish Fort:$78,684AL:$48,123
Estimated per capita income in 2017: $38,131 (it was $27,081 in 2000)
Spanish Fort city income, earnings, and wages data
Estimated median house or condo value in 2017: $284,550 (it was $150,200 in 2000)
Spanish Fort:$284,550AL:$141,300
Mean prices in 2017: all housing units: $258,817; detached houses: $255,497; townhouses or other attached units: $271,238; mobile homes: $67,040","March 2019 cost of living index in Spanish Fort: 85.7 (less than average, U.S. average is 100)"
39,Alabama,Hueytown-Alabama.html,"Population in 2017: 15,460 (86% urban, 14% rural). Population change since 2000: +0.6%
 

","Males: 7,373  (47.7%)Females: 8,087  (52.3%)",Median resident age:38.2 yearsAlabama median age:38.9 years,Zip codes: 35006.,"Estimated median household income in 2017: $46,039 (it was $41,225 in 2000)
Hueytown:$46,039AL:$48,123
Estimated per capita income in 2017: $23,185 (it was $19,735 in 2000)
Hueytown city income, earnings, and wages data
Estimated median house or condo value in 2017: $120,311 (it was $79,600 in 2000)
Hueytown:$120,311AL:$141,300
Mean prices in 2017: all housing units: $151,028; detached houses: $155,119; townhouses or other attached units: $163,215; mobile homes: $51,134","March 2019 cost of living index in Hueytown: 87.0 (less than average, U.S. average is 100)"
40,Alabama,Huntsville-Alabama.html,"Population in 2017: 194,585 (97% urban, 3% rural). Population change since 2000: +23.0%
 

","Males: 92,327  (47.4%)Females: 102,258  (52.6%)",Median resident age:37.3 yearsAlabama median age:38.9 years,"Zip codes: 35649, 35741, 35757, 35758, 35759, 35763, 35801, 35802, 35803, 35805, 35806, 35808, 35810, 35811, 35816, 35824, 35896.Huntsville Zip Code Map","Estimated median household income in 2017: $50,704 (it was $41,074 in 2000)
Huntsville:$50,704AL:$48,123
Estimated per capita income in 2017: $33,656 (it was $24,015 in 2000)
Huntsville city income, earnings, and wages data
Estimated median house or condo value in 2017: $170,900 (it was $95,600 in 2000)
Huntsville:$170,900AL:$141,300
Mean prices in 2017: all housing units: $230,566; detached houses: $234,571; townhouses or other attached units: $147,533; in 2-unit structures: $28,522; in 3-to-4-unit structures: $105,190; in 5-or-more-unit structures: $117,589; mobile homes: $104,128","March 2019 cost of living index in Huntsville: 83.4 (less than average, U.S. average is 100)"
41,Alabama,Northport-Alabama.html,"Population in 2017: 25,094 (99% urban, 1% rural). Population change since 2000: +29.1%","Males: 11,645  (46.4%)Females: 13,449  (53.6%)",Median resident age:34.8 yearsAlabama median age:38.9 years,"Zip codes: 35401, 35406, 35473, 35475, 35476.Northport Zip Code Map","Estimated median household income in 2017: $57,963 (it was $40,206 in 2000)
Northport:$57,963AL:$48,123
Estimated per capita income in 2017: $27,443 (it was $20,163 in 2000)
Northport city income, earnings, and wages data
Estimated median house or condo value in 2017: $169,885 (it was $108,400 in 2000)
Northport:$169,885AL:$141,300
Mean prices in 2017: all housing units: $197,119; detached houses: $202,641; townhouses or other attached units: $595,044; in 3-to-4-unit structures: over $1,000,000; in 5-or-more-unit structures: $299,739; mobile homes: $94,634","March 2019 cost of living index in Northport: 85.7 (less than average, U.S. average is 100)"
42,Alabama,Irondale-Alabama.html,"Population in 2017: 12,468 (95% urban, 5% rural). Population change since 2000: +27.1%","Males: 5,666  (45.4%)Females: 6,802  (54.6%)",Median resident age:37.8 yearsAlabama median age:38.9 years,Zip codes: 35210.,"Estimated median household income in 2017: $51,859 (it was $46,203 in 2000)
Irondale:$51,859AL:$48,123
Estimated per capita income in 2017: $30,866 (it was $23,251 in 2000)
Irondale city income, earnings, and wages data
Estimated median house or condo value in 2017: $139,987 (it was $95,100 in 2000)
Irondale:$139,987AL:$141,300
Mean prices in 2017: all housing units: $184,113; detached houses: $202,677; townhouses or other attached units: $115,109; mobile homes: $35,729","March 2019 cost of living index in Irondale: 87.4 (less than average, U.S. average is 100)"
43,Alabama,Hamilton-Alabama.html,"Population in 2017: 6,646 (49% urban, 51% rural). Population change since 2000: -2.1%
 

","Males: 3,261  (49.1%)Females: 3,385  (50.9%)",Median resident age:41.6 yearsAlabama median age:38.9 years,Zip codes: 35570.,"Estimated median household income in 2017: $40,937 (it was $27,489 in 2000)
Hamilton:$40,937AL:$48,123
Estimated per capita income in 2017: $23,961 (it was $17,505 in 2000)
Hamilton city income, earnings, and wages data
Estimated median house or condo value in 2017: $104,504 (it was $66,600 in 2000)
Hamilton:$104,504AL:$141,300
Mean prices in 2017: all housing units: $130,937; detached houses: $135,401; mobile homes: $59,826","March 2019 cost of living index in Hamilton: 80.6 (low, U.S. average is 100)"
44,Alabama,Meadowbrook-Alabama.html,"Population in 2010: 8,769. Population change since 2000: +86.7%","Males: 4,134  (47.1%)Females: 4,635  (52.9%)",Median resident age:41.5 yearsAlabama median age:38.9 years,Zip codes: 35242.,"Estimated median household income in 2017: $101,127 (it was $83,715 in 2000)
Meadowbrook:$101,127AL:$48,123
Estimated per capita income in 2017: $43,263 (it was $35,511 in 2000)
Meadowbrook CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $294,480 (it was $220,900 in 2000)
Meadowbrook:$294,480AL:$141,300
Mean prices in 2017: all housing units: $312,913; detached houses: $318,128; townhouses or other attached units: $155,289; in 5-or-more-unit structures: $70,526","March 2019 cost of living index in Meadowbrook: 88.5 (less than average, U.S. average is 100)"
45,Alabama,Birmingham-Alabama.html,"Population in 2017: 210,710 (99% urban, 1% rural). Population change since 2000: -13.2%
 

","Males: 100,527  (47.7%)Females: 110,183  (52.3%)",Median resident age:35.8 yearsAlabama median age:38.9 years,"Zip codes: 35061, 35064, 35068, 35094, 35117, 35126, 35127, 35203, 35204, 35205, 35206, 35207, 35208, 35209, 35210, 35212, 35213, 35215, 35217, 35218, 35221, 35222, 35223, 35228, 35233, 35234, 35235, 35242, 35243, 35254.Birmingham Zip Code Map","Estimated median household income in 2017: $33,553 (it was $26,735 in 2000)
Birmingham:$33,553AL:$48,123
Estimated per capita income in 2017: $22,914 (it was $15,663 in 2000)
Birmingham city income, earnings, and wages data
Estimated median house or condo value in 2017: $87,800 (it was $62,200 in 2000)
Birmingham:$87,800AL:$141,300
Mean prices in 2017: all housing units: $146,406; detached houses: $140,910; townhouses or other attached units: $170,157; in 2-unit structures: $264,980; in 3-to-4-unit structures: $217,739; in 5-or-more-unit structures: $347,486; mobile homes: $146,170","March 2019 cost of living index in Birmingham: 86.7 (less than average, U.S. average is 100)"
46,Alabama,Pelham-Alabama.html,"Population in 2017: 23,493 (92% urban, 8% rural). Population change since 2000: +63.5%","Males: 11,393  (48.5%)Females: 12,100  (51.5%)",Median resident age:39.2 yearsAlabama median age:38.9 years,Zip codes: 35124.,"Estimated median household income in 2017: $73,260 (it was $54,808 in 2000)
Pelham:$73,260AL:$48,123
Estimated per capita income in 2017: $35,270 (it was $25,611 in 2000)
Pelham city income, earnings, and wages data
Estimated median house or condo value in 2017: $182,154 (it was $118,800 in 2000)
Pelham:$182,154AL:$141,300
Mean prices in 2017: all housing units: $207,462; detached houses: $237,889; townhouses or other attached units: $149,511; mobile homes: $34,851","March 2019 cost of living index in Pelham: 87.8 (less than average, U.S. average is 100)"
47,Alabama,Tarrant-Alabama.html,"Population in 2017: 6,201 (98% urban, 2% rural). Population change since 2000: -11.7%
 

","Males: 2,977  (48.0%)Females: 3,224  (52.0%)",Median resident age:39.3 yearsAlabama median age:38.9 years,Zip codes: 35217.,"Estimated median household income in 2017: $28,127 (it was $29,380 in 2000)
Tarrant:$28,127AL:$48,123
Estimated per capita income in 2017: $17,432 (it was $14,149 in 2000)
Tarrant city income, earnings, and wages data
Estimated median house or condo value in 2017: $82,250 (it was $51,900 in 2000)
Tarrant:$82,250AL:$141,300
Mean prices in 2017: all housing units: $94,665; detached houses: $97,463; townhouses or other attached units: $75,993; mobile homes: $47,960","March 2019 cost of living index in Tarrant: 86.7 (less than average, U.S. average is 100)"
48,Alabama,Mobile-Alabama.html,"Population in 2017: 190,265 (99% urban, 1% rural). Population change since 2000: -4.3%
 

","Males: 91,599  (48.1%)Females: 98,666  (51.9%)",Median resident age:37.3 yearsAlabama median age:38.9 years,"Zip codes: 36575, 36602, 36603, 36604, 36605, 36606, 36607, 36608, 36609, 36613, 36615, 36617, 36618, 36619, 36688, 36693, 36695.Mobile Zip Code Map","Estimated median household income in 2017: $40,316 (it was $31,445 in 2000)
Mobile:$40,316AL:$48,123
Estimated per capita income in 2017: $26,870 (it was $18,072 in 2000)
Mobile city income, earnings, and wages data
Estimated median house or condo value in 2017: $124,800 (it was $80,400 in 2000)
Mobile:$124,800AL:$141,300
Mean prices in 2017: all housing units: $178,967; detached houses: $177,111; townhouses or other attached units: $113,360; in 2-unit structures: $64,088; in 3-to-4-unit structures: $91,384; in 5-or-more-unit structures: $431,816; mobile homes: $111,836","March 2019 cost of living index in Mobile: 83.8 (less than average, U.S. average is 100)"
49,Alabama,Tuskegee-Alabama.html,"Population in 2017: 8,544 (90% urban, 10% rural). Population change since 2000: -27.9%
 

","Males: 3,672  (43.0%)Females: 4,872  (57.0%)",Median resident age:25.4 yearsAlabama median age:38.9 years,Zip codes: 36088.,"Estimated median household income in 2017: $28,284 (it was $18,889 in 2000)
Tuskegee:$28,284AL:$48,123
Estimated per capita income in 2017: $16,864 (it was $12,340 in 2000)
Tuskegee city income, earnings, and wages data
Estimated median house or condo value in 2017: $79,582 (it was $63,200 in 2000)
Tuskegee:$79,582AL:$141,300
Mean prices in 2017: all housing units: $122,315; detached houses: $139,261; townhouses or other attached units: $113,220; mobile homes: $79,247","March 2019 cost of living index in Tuskegee: 78.3 (low, U.S. average is 100)"
50,Alabama,Bay-Minette-Alabama.html,"Population in 2017: 9,169 (92% urban, 8% rural). Population change since 2000: +17.3%
 

","Males: 4,760  (51.9%)Females: 4,409  (48.1%)",Median resident age:32.7 yearsAlabama median age:38.9 years,Zip codes: 36507.,"Estimated median household income in 2017: $32,966 (it was $27,226 in 2000)
Bay Minette:$32,966AL:$48,123
Estimated per capita income in 2017: $18,380 (it was $16,093 in 2000)
Bay Minette city income, earnings, and wages data
Estimated median house or condo value in 2017: $133,273 (it was $68,900 in 2000)
Bay Minette:$133,273AL:$141,300
Mean prices in 2017: all housing units: $248,070; detached houses: $261,548; townhouses or other attached units: $239,561; in 2-unit structures: $124,313; in 3-to-4-unit structures: $231,565; in 5-or-more-unit structures: $414,393; mobile homes: $117,386; occupied boats, rvs, vans, etc.: $75,849","March 2019 cost of living index in Bay Minette: 81.0 (low, U.S. average is 100)"
51,Alabama,Atmore-Alabama.html,"Population in 2017: 9,890 (88% urban, 12% rural). Population change since 2000: +28.8%","Males: 5,681  (57.4%)Females: 4,209  (42.6%)",Median resident age:39.9 yearsAlabama median age:38.9 years,Zip codes: 36502.,"Estimated median household income in 2017: $29,453 (it was $22,867 in 2000)
Atmore:$29,453AL:$48,123
Estimated per capita income in 2017: $15,095 (it was $13,734 in 2000)
Atmore city income, earnings, and wages data
Estimated median house or condo value in 2017: $106,002 (it was $57,200 in 2000)
Atmore:$106,002AL:$141,300
Mean prices in 2017: all housing units: $117,320; detached houses: $121,073; mobile homes: $51,874","March 2019 cost of living index in Atmore: 79.6 (low, U.S. average is 100)"
